Vakances Nr,Aktualizācijas datums,Iestādes reģistrācijas numurs,Vakances nosaukums,Vakances kategorija,Alga no,Alga līdz,Slodzes tips,Darba laika veids,Darba stundas nedēļā,Pieteikšanās termiņš,Attēls,Vieta,Vakances paplašināts apraksts
220317-228,2022-04-06,40003356530,AUTOGREIDERA VADĪTĀJS,Būvniecība / Nekustamais īpašums,780.000,1000.000,Viena vesela slodze,Summētais darba laiks,40,2022-05-06,"","Dārza iela 25, Ogre, Ogres nov.",https://cvvp.nva.gov.lv/#/pub/vakances/317916598
220427-261,2022-04-28,40900035103,GALVENAIS SAIMNIECĪBAS PĀRZINIS,Veselības aprūpe / Sociālā aprūpe,940.000,1287.000,Viena vesela slodze,Normālais darba laiks,"",2022-05-08,"","Smiltaiņi, Iecava, Bauskas nov.",https://cvvp.nva.gov.lv/#/pub/vakances/320706877
220427-266,2022-05-02,40900035103,ELEKTRIĶIS,Veselības aprūpe / Sociālā aprūpe,552.000,801.000,Viena vesela slodze,Normālais darba laiks,40,2022-05-15,"","Kalnciema ceļš 109, Jelgava",https://cvvp.nva.gov.lv/#/pub/vakances/320706949
211021-203,2022-05-03,40003258333,"ANESTEZIOLOGS, REANIMATOLOGS",Veselības aprūpe / Sociālā aprūpe,3500.000,3500.000,Viena vesela slodze,Normālais darba laiks,"",2022-06-03,"","Jumaras iela 195, Valmiera, Valmieras nov.",https://cvvp.nva.gov.lv/#/pub/vakances/307425604
220418-11,2022-04-19,40900035103,GRĀMATVEDIS (CETURTĀ LĪMEŅA KVALIFIKĀCIJA),Veselības aprūpe / Sociālā aprūpe,835.000,1190.000,Viena vesela slodze,"","",2022-05-08,"","Smiltaiņi, Iecava, Bauskas nov.",https://cvvp.nva.gov.lv/#/pub/vakances/319915744
211228-18,2022-05-03,40003258333,RADIOLOGA ASISTENTS,Veselības aprūpe / Sociālā aprūpe,1500.000,2100.000,Viena vesela slodze,Summētais darba laiks,"",2022-06-03,"","Jumaras iela 195, Valmiera, Valmieras nov.",https://cvvp.nva.gov.lv/#/pub/vakances/312674646
220204-153,2022-05-03,40003258333,MĀSAS PALĪGS,Veselības aprūpe / Sociālā aprūpe,5.240,5.240,"",Summētais darba laiks,"",2022-06-03,"","Jumaras iela 195, Valmiera, Valmieras nov.",https://cvvp.nva.gov.lv/#/pub/vakances/315492172
220418-10,2022-05-01,40900035103,SOCIĀLAIS APRŪPĒTĀJS,Veselības aprūpe / Sociālā aprūpe,552.000,802.000,Viena vesela slodze,"",35,2022-05-08,"","Ķīši, Jaunsātu pag., Tukuma nov.",https://cvvp.nva.gov.lv/#/pub/vakances/319915735
220419-208,2022-05-03,40003258333,PAVĀRS,Ēdināšana / Pārtikas rūpniecība,5.100,5.100,Viena vesela slodze,Summētais darba laiks,"",2022-06-03,"","Jumaras iela 195, Valmiera, Valmieras nov.",https://cvvp.nva.gov.lv/#/pub/vakances/320001128
220418-16,2022-04-19,40900035103,SOCIĀLAIS APRŪPĒTĀJS,Veselības aprūpe / Sociālā aprūpe,552.000,802.000,Viena vesela slodze,"",35,2022-05-08,"","Pansionāts ""Ropaži"", Ropaži, Ropažu pag., Ropažu nov.",https://cvvp.nva.gov.lv/#/pub/vakances/319915775
220107-57,2022-05-03,40003258333,NEATLIEKAMĀS MEDICĪNAS ĀRSTS,Veselības aprūpe / Sociālā aprūpe,2200.000,2500.000,Viena vesela slodze,Summētais darba laiks,"",2022-06-03,"","Jumaras iela 195, Valmiera, Valmieras nov.",https://cvvp.nva.gov.lv/#/pub/vakances/313514368
220418-12,2022-04-19,40900035103,APRŪPĒTĀJS,Veselības aprūpe / Sociālā aprūpe,500.000,608.000,Viena vesela slodze,Summētais darba laiks,"",2022-05-08,"","Pansionāts ""Ropaži"", Ropaži, Ropažu pag., Ropažu nov.",https://cvvp.nva.gov.lv/#/pub/vakances/319915753
220418-13,2022-04-28,40900035103,PSIHOLOGS,Veselības aprūpe / Sociālā aprūpe,745.000,1093.000,Viena vesela slodze,Normālais darba laiks,"",2022-05-15,"","Pansionāts ""Ropaži"", Ropaži, Ropažu pag., Ropažu nov.",https://cvvp.nva.gov.lv/#/pub/vakances/319915759
220418-14,2022-05-02,40900035103,MĀSAS PALĪGS,Veselības aprūpe / Sociālā aprūpe,552.000,802.000,Viena vesela slodze,"","",2022-05-08,"","Ziedkalnes 3, Vilces pag., Jelgavas nov.",https://cvvp.nva.gov.lv/#/pub/vakances/319915764
220418-17,2022-05-02,40900035103,PSIHOLOGS,Veselības aprūpe / Sociālā aprūpe,745.000,1093.000,Viena vesela slodze,Normālais darba laiks,"",2022-05-08,"","Ziedkalnes 3, Vilces pag., Jelgavas nov.",https://cvvp.nva.gov.lv/#/pub/vakances/319916010
220418-18,2022-04-28,40900035103,SOCIĀLAIS REHABILITĒTĀJS,Veselības aprūpe / Sociālā aprūpe,552.000,802.000,Viena vesela slodze,Normālais darba laiks,35,2022-05-08,"","Smiltaiņi, Iecava, Bauskas nov.",https://cvvp.nva.gov.lv/#/pub/vakances/319916019
220418-19,2022-04-28,40900035103,GRĀMATVEDIS (CETURTĀ LĪMEŅA KVALIFIKĀCIJA),Veselības aprūpe / Sociālā aprūpe,835.000,1190.000,Viena vesela slodze,Normālais darba laiks,"",2022-05-08,"","Smiltaiņi, Iecava, Bauskas nov.",https://cvvp.nva.gov.lv/#/pub/vakances/319916215
220419-305,2022-04-21,40900035103,SOCIĀLAIS REHABILITĒTĀJS,Veselības aprūpe / Sociālā aprūpe,552.000,802.000,Viena vesela slodze,Normālais darba laiks,35,2022-05-29,"","Indrānu iela 5, Valka, Valkas nov.",https://cvvp.nva.gov.lv/#/pub/vakances/320033179
220419-307,2022-05-02,40900035103,APKOPĒJS,Veselības aprūpe / Sociālā aprūpe,500.000,500.000,Viena vesela slodze,Normālais darba laiks,"",2022-05-08,"","Lielbērze, Auru pag., Dobeles nov.",https://cvvp.nva.gov.lv/#/pub/vakances/320033207
220419-306,2022-04-20,40900035103,PAMATDARBĪBAS STRUKTŪRVIENĪBAS VADĪTĀJA VIETNIEKS /DIREKTORA VIETNIEKS (SOCIĀLĀS LABKLĀJĪBAS JOMĀ),Veselības aprūpe / Sociālā aprūpe,745.000,1093.000,Viena vesela slodze,Normālais darba laiks,"",2022-05-08,"","Pansionāts ""Ropaži"", Ropaži, Ropažu pag., Ropažu nov.",https://cvvp.nva.gov.lv/#/pub/vakances/320033200
220419-318,2022-04-20,40900035103,GALVENAIS GRĀMATVEDIS,Valsts pārvalde,1253.000,1647.000,Viena vesela slodze,Normālais darba laiks,"",2022-05-08,"","Smiltaiņi, Iecava, Bauskas nov.",https://cvvp.nva.gov.lv/#/pub/vakances/320033317
220419-308,2022-05-02,40900035103,SOCIĀLAIS APRŪPĒTĀJS,Veselības aprūpe / Sociālā aprūpe,552.000,802.000,"","",35,2022-05-08,"","Kalnciema ceļš 109, Jelgava",https://cvvp.nva.gov.lv/#/pub/vakances/320033218
211029-129,2022-05-02,90001042284,SOCIĀLAIS DARBINIEKS,Veselības aprūpe / Sociālā aprūpe,685.000,856.000,Viena vesela slodze,"",40,2022-05-05,"","Pulkveža Oskara Kalpaka iela 9, Jelgava",https://cvvp.nva.gov.lv/#/pub/vakances/308158552
220419-312,2022-05-02,40900035103,MĀSAS PALĪGS,Veselības aprūpe / Sociālā aprūpe,552.000,802.000,Viena vesela slodze,"","",2022-05-08,"","Lielbērze, Lielbērze, Auru pag., Dobeles nov.",https://cvvp.nva.gov.lv/#/pub/vakances/320033253
211015-110,2022-05-02,90001042284,SOCIĀLAIS APRŪPĒTĀJS,Veselības aprūpe / Sociālā aprūpe,662.000,662.000,Viena vesela slodze,"","",2022-05-05,"","Pulkveža Oskara Kalpaka iela 9, Jelgava",https://cvvp.nva.gov.lv/#/pub/vakances/306973827
220419-309,2022-04-20,40900035103,KULTŪRAS PASĀKUMU ORGANIZATORS,Veselības aprūpe / Sociālā aprūpe,225.000,352.500,Nepilna slodze,Summētais darba laiks,"",2022-05-08,"","Ķīši, Jaunsātu pag., Tukuma nov.",https://cvvp.nva.gov.lv/#/pub/vakances/320033222
211108-98,2022-05-02,90001042284,SOCIĀLAIS DARBINIEKS DARBAM AR ĢIMENI UN BĒRNIEM,Veselības aprūpe / Sociālā aprūpe,908.000,908.000,"","","",2022-05-05,"","Pulkveža Oskara Kalpaka iela 9, Jelgava",https://cvvp.nva.gov.lv/#/pub/vakances/308905067
220419-317,2022-05-02,40900035103,MĀSAS PALĪGS,Veselības aprūpe / Sociālā aprūpe,552.000,802.000,Viena vesela slodze,"","",2022-05-08,"","Kalnciema ceļš 109, Jelgava",https://cvvp.nva.gov.lv/#/pub/vakances/320033313
220301-232,2022-05-02,90001042284,SOCIĀLAIS APRŪPĒTĀJS,Veselības aprūpe / Sociālā aprūpe,662.000,662.000,"","",40,2022-05-05,"","Lediņu ceļš 1, Jelgava",https://cvvp.nva.gov.lv/#/pub/vakances/316887759
220419-313,2022-04-28,40900035103,LABIEKĀRTOŠANAS STRĀDNIEKS,Veselības aprūpe / Sociālā aprūpe,500.000,500.000,Viena vesela slodze,Normālais darba laiks,40,2022-05-08,"","Smiltaiņi, Iecava, Iecavas nov.",https://cvvp.nva.gov.lv/#/pub/vakances/320033261
211115-47,2022-05-02,90001042284,SOCIĀLAIS APRŪPĒTĀJS,Veselības aprūpe / Sociālā aprūpe,662.000,662.000,"","",40,2022-05-05,"","Zirgu iela 47A, Jelgava",https://cvvp.nva.gov.lv/#/pub/vakances/309459957
220419-314,2022-04-20,40900035103,APKOPĒJS,Veselības aprūpe / Sociālā aprūpe,500.000,500.000,Viena vesela slodze,Normālais darba laiks,"",2022-05-08,"","Ķīši, Jaunsātu pag., Tukuma nov.",https://cvvp.nva.gov.lv/#/pub/vakances/320033298
220419-315,2022-05-02,40900035103,SAIMNIECĪBAS PĀRZINIS,Veselības aprūpe / Sociālā aprūpe,670.000,761.000,Viena vesela slodze,Normālais darba laiks,"",2022-05-15,"","Kalnciema ceļš 109, Jelgava",https://cvvp.nva.gov.lv/#/pub/vakances/320033305
220419-316,2022-04-20,40900035103,PSIHOLOGS,Veselības aprūpe / Sociālā aprūpe,745.000,1093.000,Viena vesela slodze,Normālais darba laiks,"",2022-05-08,"","Smiltaiņi, Iecava, Bauskas nov.",https://cvvp.nva.gov.lv/#/pub/vakances/320033309
220317-333,2022-05-02,40900035103,MĀSA (MEDICĪNAS MĀSA),Veselības aprūpe / Sociālā aprūpe,675.000,996.000,Viena vesela slodze,Summētais darba laiks,"",2022-05-15,"","Ziedkalnes 3, Vilces pag., Jelgavas nov.",https://cvvp.nva.gov.lv/#/pub/vakances/317926814
210901-70,2022-04-14,90000042075,PSIHOLOGS,Izglītība / Zinātne,830.000,830.000,Viena vesela slodze,"","",2022-05-31,"","Aronsona iela 1, Krāslava, Krāslavas nov.",https://cvvp.nva.gov.lv/#/pub/vakances/303457926
220420-163,2022-05-02,40900035103,MĀSA (MEDICĪNAS MĀSA),Veselības aprūpe / Sociālā aprūpe,337.500,498.000,Nepilna slodze,Summētais darba laiks,"",2022-05-08,"","Kalnciema ceļš 109, Jelgava",https://cvvp.nva.gov.lv/#/pub/vakances/320118409
220420-241,2022-04-29,40900035103,APRŪPĒTĀJS,Veselības aprūpe / Sociālā aprūpe,500.000,608.000,Viena vesela slodze,Summētais darba laiks,"",2022-05-08,"","Pansionāts Rūja, Jeri, Jeru pag., Valmieras nov.",https://cvvp.nva.gov.lv/#/pub/vakances/320144020
220427-265,2022-04-28,40900035103,ELEKTRIĶIS,Veselības aprūpe / Sociālā aprūpe,552.000,801.000,Viena vesela slodze,Normālais darba laiks,40,2022-05-15,"","Smiltaiņi, Iecava, Bauskas nov.",https://cvvp.nva.gov.lv/#/pub/vakances/320706933
220427-264,2022-05-02,40900035103,ELEKTRIĶIS,Veselības aprūpe / Sociālā aprūpe,552.000,801.000,Viena vesela slodze,Normālais darba laiks,40,2022-05-15,"","Lielbērze, Auru pag., Dobeles nov.",https://cvvp.nva.gov.lv/#/pub/vakances/320706926
220102-6,2022-05-02,40900035103,ERGOTERAPEITS,Veselības aprūpe / Sociālā aprūpe,835.000,1190.000,Viena vesela slodze,"","",2022-05-29,"","Kalnciema ceļš 109, Jelgava",https://cvvp.nva.gov.lv/#/pub/vakances/312992998
220102-8,2022-01-03,40900035103,ERGOTERAPEITS,Veselības aprūpe / Sociālā aprūpe,835.000,1190.000,Viena vesela slodze,"","",2022-05-29,"","Pansionāts ""Ropaži"", Ropaži, Ropažu pag., Ropažu nov.",https://cvvp.nva.gov.lv/#/pub/vakances/312993025
220102-41,2022-05-02,40900035103,LOGOPĒDS,Veselības aprūpe / Sociālā aprūpe,745.000,1093.000,Viena vesela slodze,"","",2022-05-29,"","Kalnciema ceļš 109, Jelgava",https://cvvp.nva.gov.lv/#/pub/vakances/312993721
220102-17,2022-05-02,40900035103,PSIHIATRS,Veselības aprūpe / Sociālā aprūpe,470.000,643.500,Nepilna slodze,"","",2022-05-29,"","Kalnciema ceļš 109, Jelgava",https://cvvp.nva.gov.lv/#/pub/vakances/312993180
220102-18,2022-05-02,40900035103,PSIHIATRS,Veselības aprūpe / Sociālā aprūpe,940.000,1287.000,Viena vesela slodze,"","",2022-05-29,"","Kalnciema ceļš 109, Jelgava",https://cvvp.nva.gov.lv/#/pub/vakances/312993185
220102-23,2022-05-02,40900035103,FIZIOTERAPEITS,Veselības aprūpe / Sociālā aprūpe,835.000,1190.000,Viena vesela slodze,Normālais darba laiks,"",2022-05-29,"","Kalnciema ceļš 109, Jelgava",https://cvvp.nva.gov.lv/#/pub/vakances/312993253
220427-267,2022-04-28,40900035103,ELEKTRIĶIS,Veselības aprūpe / Sociālā aprūpe,552.000,801.000,Viena vesela slodze,Normālais darba laiks,40,2022-05-15,"","Ķīši, Jaunsātu pag., Tukuma nov.",https://cvvp.nva.gov.lv/#/pub/vakances/320706957
220303-54,2022-04-28,40003004220,AUTOBUSA VADĪTĀJS,Transports / Loģistika,950.000,1200.000,Viena vesela slodze,Summētais darba laiks,"",2022-05-27,"","Brandeļi, Brandeļi, Kocēnu pag., Valmieras nov.",https://cvvp.nva.gov.lv/#/pub/vakances/317012366
220111-96,2022-04-28,40003004220,AutoELEKTRIĶIS,Transports / Loģistika,1000.000,1300.000,Viena vesela slodze,Normālais darba laiks,40,2022-05-27,"","Brandeļi, Brandeļi, Kocēnu pag., Valmieras nov.",https://cvvp.nva.gov.lv/#/pub/vakances/313768466
220430-5,2022-05-02,40900035103,SABIEDRISKO ATTIECĪBU SPECIĀLISTS,Veselības aprūpe / Sociālā aprūpe,835.000,1190.000,Viena vesela slodze,Normālais darba laiks,"",2022-05-22,"","Smiltaiņi, Iecava, Bauskas nov.",https://cvvp.nva.gov.lv/#/pub/vakances/320961638
220317-68,2022-04-28,40003004220,AUTOBUSA VADĪTĀJS,Transports / Loģistika,950.000,1150.000,Viena vesela slodze,"","",2022-05-27,"","Rīgas iela 7, Valka, Valkas nov.",https://cvvp.nva.gov.lv/#/pub/vakances/317884386
220103-180,2022-04-28,40003004220,AUTOBUSA VADĪTĀJS,Transports / Loģistika,950.000,1150.000,Viena vesela slodze,Summētais darba laiks,"",2022-05-27,"","Pils iela 1, Smiltene, Smiltenes nov.",https://cvvp.nva.gov.lv/#/pub/vakances/313125158
220501-5,2022-05-02,40900035103,SOCIĀLAIS APRŪPĒTĀJS,Veselības aprūpe / Sociālā aprūpe,552.000,802.000,Viena vesela slodze,"",35,2022-05-15,"","Smiltaiņi, Iecava, Bauskas nov.",https://cvvp.nva.gov.lv/#/pub/vakances/320974554
220308-21,2022-04-29,40003025542,LABORATORIJAS VADĪTĀJS,Pakalpojumi,1000.000,1000.000,"","","",2022-05-09,"","Dārza iela 12, Priekuļi, Priekuļu pag., Cēsu nov.",https://cvvp.nva.gov.lv/#/pub/vakances/317251494
220501-7,2022-05-02,40900035103,MĀSA (MEDICĪNAS MĀSA),Veselības aprūpe / Sociālā aprūpe,675.000,996.000,Viena vesela slodze,Summētais darba laiks,"",2022-05-15,"","Kalnciema ceļš 109, Jelgava",https://cvvp.nva.gov.lv/#/pub/vakances/320975677
220330-49,2022-04-27,40900035103,NAMDARIS,Veselības aprūpe / Sociālā aprūpe,500.000,688.000,Viena vesela slodze,Normālais darba laiks,"",2022-05-13,"","Pansionāts Rūja, Jeri, Jeru pag., Valmieras nov.",https://cvvp.nva.gov.lv/#/pub/vakances/318668646
220202-49,2022-04-29,90001633893,Izglītības un skolu PSIHOLOGS,Izglītība / Zinātne,664.000,664.000,Nepilna slodze,"","",2022-05-19,"","Iktes, Stalbe, Stalbes pag., Cēsu nov.",https://cvvp.nva.gov.lv/#/pub/vakances/315267448
220411-175,2022-04-11,90000281996,VISPĀRĒJĀS VIDĒJĀS IZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,950.000,1080.000,Viena vesela slodze,Normālais darba laiks,"",2022-08-31,"","Krišjāņa Valdemāra iela 1C, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/319564326
220406-131,2022-04-06,90000057827,INFORMĀCIJAS SISTĒMU ADMINISTRATORS,Informācijas tehnoloģijas / Telekomunikācijas,1253.000,1647.000,Viena vesela slodze,"","",2022-05-06,"","Mūkusalas iela 3, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/319225862
220411-177,2022-04-11,90000281996,VISPĀRĒJĀS VIDĒJĀS IZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,950.000,1080.000,Viena vesela slodze,Normālais darba laiks,"",2022-08-31,"","Krišjāņa Valdemāra iela 1C, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/319564745
220406-138,2022-04-06,90000057827,PROGRAMMĒTĀJS,Informācijas tehnoloģijas / Telekomunikācijas,1253.000,1500.000,Viena vesela slodze,"","",2022-05-06,"","Mūkusalas iela 3, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/319228654
220411-185,2022-04-11,90000281996,PROFESIONĀLĀS IZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,950.000,1080.000,Viena vesela slodze,Normālais darba laiks,30,2022-08-31,"",Rīga,https://cvvp.nva.gov.lv/#/pub/vakances/319567415
220421-197,2022-04-21,90000057827,KLIENTU APKALPOŠANAS SPECIĀLISTS,Kultūra / Māksla,745.000,980.000,Viena vesela slodze,"","",2022-05-04,"","Mūkusalas iela 3, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/320209269
220411-182,2022-04-11,90000281996,PROFESIONĀLĀS IZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,920.000,920.000,Viena vesela slodze,Normālais darba laiks,30,2022-08-31,"",Rīga,https://cvvp.nva.gov.lv/#/pub/vakances/319566846
220408-6,2022-04-08,90002120158,DABASZINĀTŅU LABORANTS,Izglītība / Zinātne,1000.000,1100.000,Viena vesela slodze,Normālais darba laiks,40,2022-05-08,"","Rātsupītes iela 1, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/319362431
220425-152,2022-04-25,90000057827,INTERNETA PORTĀLA REDAKTORS,Kultūra / Māksla,940.000,1080.000,"","","",2022-05-10,"","Mūkusalas iela 3, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/320431191
220408-5,2022-04-08,90002120158,LABORATORIJAS VADĪTĀJS,Izglītība / Zinātne,1600.000,2000.000,Viena vesela slodze,Normālais darba laiks,40,2022-05-08,"","Rātsupītes iela 1, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/319362263
220425-3,2022-04-25,90002120158,BIROJA ADMINISTRATORS,Izglītība / Zinātne,1100.000,1100.000,Viena vesela slodze,Normālais darba laiks,40,2022-05-10,"","Rātsupītes iela 1 k-1, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/320372781
220421-115,2022-04-21,90001834903,PSIHOLOGS,Valsts pārvalde,370.000,490.000,Nepilna slodze,"",20,2022-05-08,"","Ganību iela 63/67, Liepāja",https://cvvp.nva.gov.lv/#/pub/vakances/320186886
220427-246,2022-04-27,90009202794,Pamatdarbības atbalsta struktūrvienības VADĪTĀJS/ DIREKTORS,Valsts pārvalde,1310.000,1310.000,Viena vesela slodze,Normālais darba laiks,"",2022-05-06,"","Baznīcas iela 19/23, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/320702046
220421-294,2022-04-25,90001834903,PSIHOLOGS,Valsts pārvalde,370.000,490.000,"",Summētais darba laiks,20,2022-05-08,"","Tērbatas iela 9, Valmiera, Valmieras nov.",https://cvvp.nva.gov.lv/#/pub/vakances/320239316
220426-174,2022-04-26,90001834903,VECĀKAIS REFERENTS,Valsts pārvalde,975.000,975.000,Viena vesela slodze,Normālais darba laiks,40,2022-05-25,"","Čiekurkalna 1. līnija 1 k-1, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/320566535
220426-233,2022-04-26,90001834903,PSIHOLOGS,Valsts pārvalde,370.000,490.000,Viena vesela slodze,"","",2022-05-10,"","Slokas iela 66, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/320586603
220427-192,2022-04-27,90001834903,SPORTA INSTRUKTORS,Valsts pārvalde,745.000,860.000,"","","",2022-05-12,"","Piestātnes iela 14, Jūrmala, (Dzintari)",https://cvvp.nva.gov.lv/#/pub/vakances/320682828
220414-38,2022-04-14,90010937516,SĒTNIEKS,Cita,250.000,250.000,Nepilna slodze,"","",2022-05-13,"","Kalnciema iela 100 - 12, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/319847806
220422-140,2022-05-03,90001625082,IESTĀDES VADĪTĀJA PALĪGS,Valsts pārvalde,745.000,1093.000,Viena vesela slodze,Normālais darba laiks,40,2022-05-15,"","Lomonosova iela 9 - 1, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/320318579
220422-150,2022-05-03,90001625082,PERSONĀLA SPECIĀLISTS,Valsts pārvalde,835.000,1190.000,Viena vesela slodze,Normālais darba laiks,40,2022-05-15,"","Lomonosova iela 9 - 1, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/320320317
220414-54,2022-04-27,90001625082,PROBĀCIJAS SPECIĀLISTS,Valsts pārvalde,835.000,1133.000,Viena vesela slodze,Normālais darba laiks,35,2022-05-12,"","Liepājas iela 3D, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/319858567
220414-57,2022-04-27,90001625082,PROBĀCIJAS SPECIĀLISTS,Valsts pārvalde,835.000,1133.000,Viena vesela slodze,Normālais darba laiks,35,2022-05-12,"","Liepājas iela 3D, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/319859636
220414-66,2022-04-27,90001625082,PROBĀCIJAS SPECIĀLISTS,Valsts pārvalde,835.000,1133.000,Viena vesela slodze,Normālais darba laiks,35,2022-05-12,"","Liepājas iela 3D, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/319862876
220414-70,2022-04-27,90001625082,PROBĀCIJAS SPECIĀLISTS,Valsts pārvalde,835.000,1133.000,Viena vesela slodze,Normālais darba laiks,35,2022-05-12,"","Lomonosova iela 9 - 1, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/319863423
220421-210,2022-04-21,90000013771,ĀRĒJO SAKARU ORGANIZATORS,Pakalpojumi,1300.000,1300.000,Viena vesela slodze,"","",2022-05-10,"","Dzirciema iela 16, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/320213530
220414-71,2022-04-27,90001625082,PROBĀCIJAS SPECIĀLISTS,Valsts pārvalde,835.000,1133.000,Viena vesela slodze,Normālais darba laiks,35,2022-05-12,"","Lomonosova iela 9 - 1, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/319864818
220502-269,2022-05-02,90000013771,VIESNĪCAS ADMINISTRATORS,Pakalpojumi,500.000,1000.000,"",Maiņu darbs,"",2022-05-23,"","Mārupes iela 17 k-1, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/321072682
220502-270,2022-05-02,90000013771,BIROJA ADMINISTRATORS,Vadība / Administrēšana,900.000,900.000,"","","",2022-05-07,"","Hipokrāta iela 4, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/321072993
210812-24,2022-05-02,43603040477,OTRREIZĒJO IZEJVIELU ŠĶIROTĀJS,Cita,500.000,500.000,"","","",2022-06-14,"","Ganību iela 84, Jelgava",https://cvvp.nva.gov.lv/#/pub/vakances/302257987
220419-227,2022-04-19,40003482021,LABIEKĀRTOŠANAS STRĀDNIEKS,Izglītība / Zinātne,600.000,600.000,Viena vesela slodze,Normālais darba laiks,"",2022-05-20,"","Jūrmala,Viestura iela 6",https://cvvp.nva.gov.lv/#/pub/vakances/320006709
220111-200,2022-05-02,90009118031,PIRMSSKOLAS IZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,900.000,900.000,"","",40,2022-05-10,"","Stadiona iela 2, Ozolnieki, Ozolnieku pag., Jelgavas nov.",https://cvvp.nva.gov.lv/#/pub/vakances/313807856
220421-88,2022-04-21,90000042963,VECĀKAIS EKSPERTS,Vadība / Administrēšana,1253.000,1443.000,"","","",2022-05-06,"","Krišjāņa Valdemāra iela 11A, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/320175199
220204-100,2022-05-02,90009118031,PIRMSSKOLAS IZGLĪTĪBAS MŪZIKAS SKOLOTĀJS,Izglītība / Zinātne,360.000,360.000,Nepilna slodze,"","",2022-05-12,"","Skolas iela 10, Līvbērze, Līvbērzes pag., Jelgavas nov.",https://cvvp.nva.gov.lv/#/pub/vakances/315464248
220426-30,2022-05-02,90009118031,SOCIĀLAIS REHABILITĒTĀJS,Veselības aprūpe / Sociālā aprūpe,800.000,800.000,"","",40,2022-05-06,"","Lielplatones skola, Lielplatones pag., Jelgavas nov.",https://cvvp.nva.gov.lv/#/pub/vakances/320499457
220427-118,2022-05-02,90009118031,UGUNSDROŠĪBAS UN CIVILĀS AIZSARDZĪBAS INŽENIERIS,Valsts pārvalde,1208.000,1208.000,"","","",2022-05-11,"","Pasta iela 37, Jelgava",https://cvvp.nva.gov.lv/#/pub/vakances/320658418
220412-102,2022-05-02,90009118031,SĀKUMIZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,900.000,900.000,Viena vesela slodze,"","",2022-06-16,"","Skolas iela 1, Sesava, Sesavas pag., Jelgavas nov.",https://cvvp.nva.gov.lv/#/pub/vakances/319652609
220427-144,2022-05-02,90009118031,PIRMSSKOLAS IZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,900.000,900.000,"","",40,2022-05-20,"","Meliorācijas iela 10, Ozolnieki, Ozolnieku pag., Jelgavas nov.",https://cvvp.nva.gov.lv/#/pub/vakances/320669839
220421-290,2022-04-21,90000042963,VECĀKAIS EKSPERTS,Valsts pārvalde,1253.000,1443.000,"","","",2022-05-06,"","Krišjāņa Valdemāra iela 11A, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/320238948
220421-309,2022-04-21,90000042963,VECĀKAIS EKSPERTS,Vadība / Administrēšana,1253.000,1443.000,"","","",2022-05-06,"","Krišjāņa Valdemāra iela 11A, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/320246303
220426-19,2022-05-02,90009118031,APRŪPĒTĀJS,Veselības aprūpe / Sociālā aprūpe,608.000,608.000,"",Summētais darba laiks,"",2022-05-31,"","Draudzības iela 3, Kalnciems, Kalnciema pag., Jelgavas nov.",https://cvvp.nva.gov.lv/#/pub/vakances/320494880
